word,x_values,y_values
coworkers,0.00037770558,-0.005274347
visigoth,4.9036364e-05,-0.00096814136
five,-0.0008779309,0.0006974159
game,0.0029093947,-0.00365493
try,0.003077834,0.0046117613
notice,-0.0022235047,-0.0018751536
prodmktg,0.004245871,0.0021936262
term,-0.00076439825,0.0026577977
web,-0.0016045733,0.00022588174
saatchiny,6.1487466e-05,0.00023692223
leaning,-0.0033011138,-0.0054856124
small,0.0003877939,0.009804199
button,-0.0023839555,0.0009492798
uxdes,0.006299913,0.004064397
compatible,-0.0009846912,-0.0037031271
maybe,-0.002580372,0.0009916788
commandeered,-0.0029412087,-0.002203168
setting,0.0009172506,-0.0015599986
relinquish,-0.004148514,0.00050925044
ready,0.0031812147,-0.0046783662
realized,-0.0047017615,-6.768169e-05
shitty,-0.0018607164,-0.0002967214
charging,-8.948309e-06,-0.0013542151
several,-0.006302848,-0.0036394163
conversation,-0.0018497686,-0.005486599
browser,-0.0021989138,0.00536023
missing,-0.0075478097,0.0034733922
somehow,-0.0028965755,-0.0053456766
chrome,0.006259084,-0.0036968417
startupbus,-0.004360089,0.0058715604
anyone,-0.0056686075,-0.0012286999
mozilla,0.0037249005,0.0022751177
crapkit,-0.0011645519,0.0009671985
webkit,-0.0041757473,0.007034867
gecko,0.00086008967,-0.00136895
bandwaggoners,-0.0024940018,0.0006431065
cited,0.0022416722,0.0016203168
opposite,-0.0017813585,0.0052099354
crowdsourcing,-0.0017669095,0.0033483442
proprietary,0.0039426726,-0.0026265606
csuitecsourcing,-0.0023910375,0.0026682261
walked,0.0046472163,0.0056175846
bahahahaha,0.0031463976,2.9533074e-05
past,-0.0013277581,2.7658245e-05
supposed,0.0018198058,0.0047913212
downstairs,0.0021272106,-0.0002735538
cult,0.0070067886,0.001929221
outside,0.001171229,-5.5303564e-05
iphones,-0.0047792695,0.0046287864
prefers,-0.0017370874,-8.0190075e-05
hyped,-0.0007001828,0.0017867106
bang,0.0062301806,0.0033906912
vega,0.002839212,-0.0022373411
ces,0.0023041393,-0.0037990785
hand,0.0021098386,0.00695371
warmer,-0.0002567533,0.0016751207
staying,-0.00043129828,0.0002908508
alive,0.0021831994,-0.00051198923
indie,-0.0006674285,-0.0028452666
development,-0.0012461818,-0.00611255
survive,-0.00084222696,-0.004045784
kind,0.0013115093,0.0028388493
downer,0.0022310007,0.00087959087
coronasdk,0.002000869,0.0010596465
self,0.00207273,0.0023862643
downside,0.001119091,0.0039924183
mocked,0.0012078212,5.1624178e-05
sabotaged,-0.0020012204,-0.002134224
youtube,-0.0021325764,-0.0005138404
account,-0.00068758684,-0.0007666813
entire,-0.0017305455,-0.0011735319
online,0.0017757305,-0.0066901115
ecosystem,-0.0012052866,0.0019383901
form,-0.0010614743,0.0019237213
friend,-0.0041716592,-0.0031304383
abandoned,-0.0034114849,-0.0025494986
reality,-0.0025482553,-0.0039138435
communication,-0.0021771858,0.001193548
stopped,-0.010582346,0.0042016725
happened,-0.0013561986,0.000109192544
taxi,0.0006597766,-0.0033019262
magic,-0.0019286369,0.0026134297
cab,-0.005556429,0.0058920523
explaining,-0.0023589237,-0.0056067184
realistic,-0.004322681,-0.0037548481
bot,0.00041877458,-0.004884168
experiment,0.0034096718,-0.00094890845
utter,0.0031920592,-0.004572276
letter,0.0033177978,-0.00041484804
ballroom,0.0030128628,0.0033197547
wrap,-0.003189657,0.00079181354
gamechanger,0.0012548447,-0.00043343578
wave,-0.004377193,0.0018874978
doubt,0.004019232,0.0034749324
apparent,-0.0025591603,0.0010144222
nice,0.0010196678,0.0044322186
stuff,-0.00023756857,-0.003585063
removable,0.0011309407,0.0013713326
alwayshavingtoplugin,0.0019396904,0.0028506867
gsdm,0.0005655145,-0.0027578205
foursquare,0.0003860541,0.004034101
gowalla,0.0026520153,0.0011937119
bruise,-0.0047660037,0.0034712546
panelist,-0.0017345062,0.0050545163
regarded,-0.005456567,-0.0011324497
sustainability,-0.0047117607,0.0023791133
space,0.001558726,0.00028680376
corporate,0.0018203479,-0.0059600873
reporting,-6.613405e-05,0.0016816488
transparency,-0.0018566725,0.004087995
evolve,0.0017733825,0.0058679488
impossible,-0.0029610575,-0.002228046
downloads,-0.0031667287,0.0019915511
presentation,0.004838621,0.002067926
sale,0.0048248284,0.0033914049
pitch,-0.001401033,-0.0016137165
sooo,0.004160779,0.001193455
ipads,-0.0026220472,-0.00028735274
session,0.00032270487,-0.0037432848
amismarternow,0.0029012025,-0.0046235444
hear,-0.002943446,0.008058141
awesome,0.005052126,-0.0058175856
acknowledge,-0.0013004154,-0.0031828298
increase,-0.0004256776,-0.009661868
support,0.011192545,-0.0053570317
incorrect,-0.004389114,-0.00010592608
sxxpress,0.00081216556,-0.0010605354
almost,0.0036004703,0.0051521095
exposing,0.0010733161,-0.00054925424
horrendous,0.00016956827,0.006638427
aron,0.0007023056,-0.003207643
pilhofer,0.0017883148,-0.007903337
khoi,-0.0015877105,0.0018730292
vinh,0.006586758,0.002067989
media,0.0007460442,0.005094493
skip,-0.0011597931,-0.00069351954
barely,-0.00090668927,-0.0031121462
shrink,0.0020428246,0.0025651332
pollak,0.0025728433,0.0010083512
trouble,-0.00034453266,-0.0012904208
sxswbigbrands,0.006216034,-0.008216063
turning,0.004846028,0.0028211873
forgotten,-0.0018488438,-0.0014136025
kicking,-0.0006751635,-0.0022134683
talking,-0.0002374905,-0.0028813395
neither,0.003324105,0.0058096093
partial,0.00042679813,-0.0017606927
fine,-0.00035449988,-0.0047612227
deciding,0.00060335145,0.0053829434
ride,0.0022712029,-0.00029859514
hell,-0.0016595384,-0.002420403
sold,0.0048572836,-0.0038190212
dinner,-0.00029824782,0.00504072
figure,-0.00029850547,6.041025e-05
navigating,-0.006899137,-0.004700013
worse,0.00084520585,0.007140809
face,0.00055770477,0.0012707865
adpeopleproblems,0.0069861473,-0.0016513095
mullenweg,-0.0003748282,-0.0021419988
admits,0.0021475647,-0.0030555266
wordpress,0.005395349,9.830857e-06
honesty,0.00054277334,-0.007238464
glad,-0.007655934,0.0025939522
faulty,0.0040809684,-0.0013301957
dy,-0.0026278384,0.003847104
condense,-0.006536465,-0.01156937
nine,-0.002192901,-0.005534276
technical,0.00036590223,-0.00014669863
solution,0.0044645118,-0.0034128278
community,0.0012637202,-0.005252276
human,-0.00073564076,-0.0034748495
dont,0.0027282978,0.0011586916
behave,-0.0028239342,-0.005242365
simple,0.0011194125,0.00072536385
malady,-0.00192405,-0.0051709195
elbow,0.004522546,-0.0041383565
heat,-0.003768975,-0.00092578656
million,-0.001817406,0.005054891
sun,0.0017119803,-0.00032082287
oldschool,-0.004390402,0.00028246618
novideo,0.0005451882,0.001813292
veryslow,0.000580502,-0.00024214051
home,-0.0029297275,0.0009695559
watched,0.0015627217,0.005103765
season,0.005121705,0.002140854
guild,0.0008650019,-0.0019414314
hijack,0.008341669,-0.00067525695
little,0.004502105,-0.007218295
control,0.0049996944,0.0024137292
reilly,0.0061041936,-0.007863493
pnid,-0.0004761675,0.00035366035
room,-0.0012130415,-0.0004636492
nobody,-0.0038885775,-0.0022872668
raise,0.0028938465,-0.003692423
packed,0.0027564322,-0.00063352025
socialviewing,0.0030049363,-0.0013701915
lunch,0.0031788053,0.0016220188
cnngrill,-0.0014207828,-0.008229261
view,4.4718876e-05,0.0007562964
html,0.0026467042,0.0026082867
trench,-0.00040532678,0.00397369
painful,0.0022807727,0.00042285697
sleek,0.0033262747,-2.8013606e-06
repair,0.0057342923,-0.003201264
damage,-0.0045704455,-0.0015086251
microformats,-0.0035941256,-0.004700966
math,0.001135739,-0.0014921159
clock,-0.0015453479,-0.008106426
ahead,0.00033336956,0.0050126323
miss,0.0063911737,0.0016836274
person,-0.0011570845,0.0015049177
popup,0.0021010942,0.0035250299
impression,0.0028271766,0.0023396797
lemon,-0.0012478174,-0.0015651198
backlight,-0.0021630602,0.0015724789
bleed,0.0018261307,0.0015439102
thru,0.0005763195,0.00096858974
bottom,-0.00012148772,-0.0064299074
beware,-0.0002398676,-0.0019267257
completely,0.0018303704,0.0054408503
innacurate,0.0028998803,-0.004556806
hyatt,0.00417161,0.00099878
reason,0.0030736458,-0.001809479
sxswfail,-0.0014785151,0.0013445932
facebook,0.0022362396,0.0004360012
monopoly,0.0028774478,0.0038947386
wary,0.0027979757,0.0040297355
kara,0.0014532908,0.0034028138
swisher,-0.0020741806,0.00223762
stylish,-8.7493136e-05,-0.002454419
cashmore,0.00025264884,0.0022257995
crushing,-0.0016557699,-0.0042543816
endorsement,0.0034085107,0.002396367
checkins,-0.0016380624,-0.0026096173
ouch,-0.0032605375,-0.003267502
june,-0.0002578065,0.008381169
survived,0.00083037437,0.00010805419
severe,-0.0022257117,-0.002289407
drop,-0.002478121,0.00021321332
evade,-0.0062762154,-0.00037254952
drowning,0.0014434083,-0.005013888
droid,-0.002440681,-0.0025512243
le,-0.0033730783,0.0025495852
total,-0.0025452778,0.002576632
tomorrow,0.001415599,-0.007605665
sigh,-0.0046066106,0.001989513
yeah,-0.0020275891,-0.0043397252
calhoun,-0.0017462154,0.0029231366
real,0.00044801165,-0.00040487072
bringing,-0.004887655,0.00012671642
itunes,-7.4939126e-05,-0.0012224745
ubuntu,-0.003266997,-0.0014564444
desktop,-0.0019315577,0.0025701914
outdid,-0.0035817584,0.0058953096
broken,-0.0017429502,0.00018914216
happen,-0.0033677807,0.007957359
guessing,0.0013054835,-0.0045573884
totalitarian,0.00048998767,0.0011254731
action,0.003847006,0.0026836633
worldwide,0.00028792347,-0.0012021196
decide,-0.002714715,0.001379574
ridiculous,-0.005875293,0.0030673165
someone,0.0001600825,0.001389076
cannot,0.004013227,-0.0023313034
concert,-0.0018612039,-0.004320885
silly,0.007836046,-0.00044552062
wannabe,-0.0069596423,-0.001092759
fanbois,0.0008675414,0.0019280115
acting,-0.0029115442,0.004120657
giggling,0.0053943144,0.0007411928
schoolgirl,-0.00024541517,-0.007849469
front,-0.0035172289,-0.00038519182
related,-0.004194116,0.0015134843
verizon,-0.0012208581,0.002465789
bandwidth,-0.0016167696,0.001464596
issue,0.0030109999,-0.00024095365
tweeted,-0.0007011335,0.0013788531
dawdled,-0.00038492822,0.002354697
wjchat,-0.00085813476,0.0027415853
hack,-0.0036383232,0.0054049334
skepticism,0.004788313,-0.003172539
farmer,0.0024572003,-0.005094259
smart,0.0033578856,0.004153815
farm,-0.005226731,0.0065068793
mobilefarm,0.0011855292,0.0020056744
xoom,0.0013450785,0.002089452
emulates,0.00026078234,0.0020659722
mouse,-0.002164568,0.0050361096
click,0.0045804847,0.0027128092
keyboard,-0.0055310233,0.0021927245
input,-0.0072133145,-0.0011044573
gswsxsw,-0.0007236282,-0.0020966937
futureoftouch,0.003889832,-0.0005514041
techie,0.0031356409,-0.0008322863
moderator,0.003125821,0.0009105764
europe,0.002408411,-0.0017623669
roaming,-0.007217843,-0.0021496895
move,-0.0017251957,0.0009216045
replicate,-0.0013206708,0.0040120184
press,-0.00012652576,-0.0024355303
thinking,0.00029649536,-0.0062168855
actually,0.0034413894,-0.0009355775
alone,-0.0008076721,0.002572724
trip,-0.005769025,-0.00075156835
playing,-0.0027983394,-0.006332464
animation,0.0025047911,0.004339165
interesting,-0.0012186216,-0.0017714968
instagram,0.003628486,0.003209495
moment,-0.00032623054,-0.0010086012
mister,0.0003157311,-9.1307535e-05
different,0.0020499155,-0.0006729859
invited,0.0087488135,0.004775039
crashing,0.0058298055,-0.00012978999
join,-0.00071337586,0.00013825382
area,-0.0014313294,0.00045832587
filter,0.0019381676,-0.00091469684
right,-0.0006558988,0.0011239927
market,0.0019970732,0.0001247643
head,0.00070023106,-0.0027612105
slide,0.004077023,0.0004862465
awkward,-0.0002123755,-0.00064334035
panned,-0.0010694186,0.001993454
trumping,0.002034404,-0.001985415
rightfully,-0.003989136,-0.00049399934
netflixiphone,0.002961809,0.0011867775
cost,-0.001855504,-0.0027275202
louis,-0.0011596981,-0.0011994746
vuitton,-0.00044367329,0.005619885
amble,-0.0020298602,0.0018144761
digitalluxury,0.005527965,-0.0021855359
writing,-0.002503074,-0.00722582
proof,0.00016343764,0.0034113347
publisher,-0.00045321666,-0.0038153648
enhancement,-0.00036407192,0.002499565
david,-0.0017303197,0.0004524616
foster,-0.0054766014,0.0031030688
wallace,-0.003106317,0.00021409134
footnote,0.00028265174,-0.0011654682
irrelevant,-0.0041241,-0.0012286316
crisis,-0.0060660527,0.00095298304
silver,0.0011127115,0.006875006
logo,0.0009589738,-0.0003089299
minute,-0.00018741899,0.004632174
demo,-0.0028490012,-0.00090875046
horrible,0.00170546,0.0012712587
pull,-0.002504788,-0.00031796348
wasted,-0.00250041,0.0039774785
festivalgenius,-0.004271311,0.0041629127
notsomuch,0.0017671036,-0.005452847
rsvp,0.0058137565,0.006233228
fml,-0.0027953573,-0.003978019
step,-0.0035736994,0.008543113
becoming,-0.0036504662,0.0001228149
skynet,0.003794759,-0.0033848293
deadline,-0.0015736207,0.0032482217
josh,0.002548632,-0.001931428
clark,-0.00041676452,-0.006009327
mantra,0.0049478314,-0.0009323626
heart,0.0007075589,-0.0012287217
pride,0.007160452,-0.0038509392
guilty,-0.0028482515,-0.0002997399
superbia,-0.005957233,0.0014903644
prize,0.0015769743,-0.004939457
handle,-0.0085979635,-0.0014980959
dear,0.0025281468,-0.00328992
sucked,0.000373229,0.00012057476
double,0.0038539104,-0.0032504506
buzzing,0.004109564,0.0016815497
across,-0.00096036255,-0.0027613412
flop,-0.0014656,0.00070790184
photobooth,0.0054246057,0.002511872
corporation,-0.002311099,-0.0068077096
learn,0.0034846617,-0.0035344716
magazine,0.00074512785,-0.0057876273
factor,-0.0076253084,-0.0020447695
pragmatic,0.0020825742,0.0033247613
straight,-0.0031284657,-0.00083632016
forward,0.001240297,-0.00043573935
grab,-0.0035208147,0.007493526
pitchfork,-0.0014148168,-0.005031851
rate,0.0028994752,-0.00305623
review,-0.0016250694,0.005399583
although,0.0047910283,-0.0021566993
experience,0.009233637,-0.005870015
torturous,-0.0025278523,-0.00011244982
rhizome,-0.0048347283,0.0003390904
sxswk,-0.0025668456,-0.004142361
hilton,-0.0014828218,-0.0052616317
competitor,0.00056363415,-0.00414542
creeper,-0.0025967201,0.0044383886
half,0.002483633,-0.0050039766
preview,0.0028497472,-3.5421283e-05
shame,-0.0034623016,0.00028592825
seem,-0.0046854517,-0.0038116332
option,0.0026441533,-0.0015467778
hoping,0.004710637,-0.0025029394
bring,-0.0026081058,-0.004833798
someday,0.0002423169,-0.00019130766
overload,0.0069077546,0.008575277
info,0.0009230458,-0.0036085208
delivered,0.0071722097,-0.0055997837
kill,0.00016843429,0.0055896733
discovery,0.0013659785,0.00078693265
lose,0.00046452967,0.002903004
curiosity,0.0023472116,0.0012949294
serendipity,-0.0062187295,0.003513522
login,0.00094520993,0.00024827872
authorization,0.001599196,0.0060842806
error,0.002137176,0.0038114912
latitude,-0.0017199746,-0.0025652326
concentrate,-0.00049985625,-0.004524899
finally,-0.002765859,-0.0021738783
introduces,0.002893435,0.0011322077
fair,-0.0072622476,-0.0011377803
innovation,-0.00043096676,0.0019730285
key,-4.740145e-05,0.0012017242
worn,0.0002725598,0.0040835054
mine,0.0019225748,-0.00014139424
disagree,-0.000430301,-0.003324897
peter,0.0011532165,-0.0009634039
minor,-0.0031302837,0.0006367633
improvement,-0.0029787093,0.00034917318
worth,-0.0043799574,-0.0073992205
unless,-0.0028876304,-0.0013759978
burn,0.0011837791,0.0028630467
nope,-0.005140454,-0.0021105479
fresh,-0.002309874,0.0031668704
restore,0.006656827,-0.001997452
fave,0.002966562,0.0039547733
dali,-0.0009940588,0.004977648
canvas,-0.0051595825,-0.0028082451
ahhh,-0.007212958,0.00038103087
darn,0.002051919,-0.001242423
according,0.002589237,-0.0032642763
confirmed,-0.0074029285,-0.00242207
please,-9.149498e-05,-0.003421045
preferrably,0.007828133,-0.002762232
hashtags,0.000110564346,0.0018129691
deficit,0.007470386,-0.0014278286
woman,-0.0041410495,0.006574691
fessing,-5.0769497e-05,-0.0037136117
admitting,-0.005147318,-0.0016367626
sitting,0.0006654279,0.0026157785
floor,-0.0020259505,0.0002309602
fondling,0.0010116294,0.005447672
disturbing,0.0014276281,0.0005908069
plancast,-0.0023144311,0.0011898981
exported,0.0077002808,0.0020264338
diego,0.002890585,0.001263291
pacific,-0.00033772315,-0.0031782729
shift,0.009499452,-0.0035707448
central,0.00020533487,-0.0019300448
wack,0.0027098912,-0.0018258459
corner,0.008465192,0.0010454139
sorry,0.0015782242,0.002580663
bereft,-0.0009762813,-0.00054097857
wanderer,-0.0034154868,-0.00060833717
cord,-0.0019215504,-0.0040495414
limp,0.0011959749,-0.0027849323
lifeless,-0.0006221642,0.0028908567
poetry,-0.0003688567,-0.002189155
panhandling,-0.0022532654,0.00044022978
min,0.0056966166,-0.0041629383
extended,0.0043212534,0.0033466262
browsing,0.0013735625,-2.3460281e-05
fuckit,0.0030938026,0.0025636489
illmakeitwork,-0.005306621,0.0021303394
address,-0.0014535914,-0.00049264845
yeasayer,0.000872435,-0.0004940437
tonight,0.0053258864,0.00011675282
failing,0.0015045544,-0.006114743
paid,0.0020082495,-0.0017068916
single,-0.0018376778,0.0016004192
said,0.0003004731,-0.0031920886
idontbelieve,-0.005708326,-0.004871894
blur,0.00087841006,0.0056827795
existent,-0.0035341626,-0.0031504738
epic,-0.006807585,-0.0027166063
replacement,-0.0034686544,0.00094189204
owllove,-0.005155507,0.006589274
mock,0.0050216434,-0.003544367
nerd,-0.0028985722,0.0028727124
stand,-0.0062102415,-0.004238234
remembered,-0.0023483948,-0.0049601514
horror,-0.0014471988,-0.0024920045
movie,0.0042861807,0.0021958484
starting,0.00060006586,0.0023536992
abacus,0.004034234,-0.003151065
damn,-0.005077606,0.0010845681
wanted,0.0032062014,0.00017235968
song,-0.0013723178,-0.007987654
rail,0.0042845225,0.005894813
deliver,0.0034066464,-0.009797073
teleporting,0.0030220037,0.00073579326
capability,0.0020765527,-0.0030187229
nokia,-0.0015785496,0.0067773834
pushsnowboarding,-0.0015927606,0.0012024938
sillier,0.0027248317,-0.0039015876
watching,-0.0016563477,0.0024570422
record,-0.006444703,-0.0043980763
video,0.0030254535,-0.0028412198
agreed,-0.0010896672,0.005048075
consumerist,0.00014430321,-0.00058364496
tournament,-0.0011241382,-0.0029831151
bracket,0.008512633,0.00053886394
pitted,-0.0013353241,-0.0009612912
round,-0.0037332093,-5.40782e-06
fully,-0.0076871626,0.0020003186
anticipate,0.007862269,0.001963687
geek,-0.0009728636,0.006528802
toting,-0.0014249419,0.006842559
inventing,0.004822468,-0.0017258313
dislike,0.001768641,-0.0020296331
verpixelungsrecht,-0.004227451,0.0021286327
house,-0.0023263122,0.0005891509
pixelated,0.005157649,-0.0015390862
street,-0.0041698706,0.0007845151
theft,-0.0049671456,-0.0026222554
public,0.0006508656,-0.0031739792
grrrr,0.004309479,-0.0040795347
muting,-0.0036262805,-0.009093702
organic,-0.0025622034,-9.958503e-05
unveils,-0.00226518,-0.001629956
broadfeed,0.0035879337,-0.002865432
get,0.0021727777,0.001574582
door,-0.0021852404,0.0034833145
expensive,0.00095497817,-0.00096245506
plan,0.0033374708,-0.0037479724
killing,-0.00034474343,-0.00049749116
flavor,-0.0055200327,-0.0006381479
contextual,0.0029359825,0.0023867649
abroad,0.009126857,0.00483722
decided,0.001625451,0.0010746398
salon,0.0009390594,-0.006081067
sprint,0.0012291356,0.0034979417
galaxy,-0.0013230195,0.005982132
rejection,-0.0014381118,-0.0010325252
count,-0.00022792946,-0.0023626154
reasonable,-0.00043402892,0.000223066
ogilvy,0.0006561206,0.0010512131
autocorrects,-0.0032847195,0.00041399017
idiocy,-0.00048394044,0.005349847
ogilvynotes,0.0032549486,0.0014194901
showcase,-0.0026994601,-0.0023652972
equity,-0.008999981,0.0015767703
attached,-0.0005915429,0.0023248827
cashmere,0.0043285885,0.00016419303
mashable,-0.0047408813,0.00035574456
huge,0.0026759037,0.0061316984
team,-0.0048870086,0.001083227
parachute,0.0022216975,0.0035688414
andrew,-0.0030499168,0.005737683
equates,0.00054282276,-0.003062378
homogeneity,0.001403727,0.00019721601
predictability,-0.007975482,0.0003481041
west,-0.0020792503,0.0005688388
imaconf,0.0007249636,0.0058406107
drumbeat,-0.0035839982,0.0012273139
mojo,-0.0017168346,-0.005958846
york,0.0007315837,-0.0016318742
guru,-0.0011770647,0.005137901
express,0.0014203419,0.0030548442
scepticism,0.0029132895,-0.003067847
sxflip,-0.00016377526,0.0007529018
continued,0.001366782,-0.001954705
existence,0.004485254,0.0038419303
multiple,-0.0045834016,-0.003138871
monetization,-0.0025610905,0.004135559
cheapen,-0.0047342246,-0.009423574
comments,-0.0049955184,-0.000255906
csr,-0.002833931,-0.0045001595
janecek,-0.0033549285,-0.0043656835
charity,-0.0036615187,0.0005073383
decision,0.00237799,0.003682437
guardian,-0.0045779822,0.001667052
everything,-0.004449718,0.0016916774
except,0.0013692304,-0.004377086
rumor,0.0054512043,-0.0032101967
mill,0.0026986706,-0.00015704072
slightly,-0.0013983041,0.0022598747
thinner,0.0057043876,-1.2182478e-05
rare,-0.004964308,-0.007719355
earth,0.004934695,-0.00053252047
case,0.001259902,-0.0015053917
smudgy,0.0012619118,0.0018536601
waze,0.00040008087,0.0039342768
duking,0.0064559374,-0.002359822
personalized,-0.004050237,0.0018742415
mapping,0.009617838,-0.006601479
standard,0.00047168197,0.0017145355
navigation,-0.003448587,-0.00024635883
tool,0.0007465959,0.0010601379
diabetes,0.0010703113,-9.039263e-05
plate,0.00022663343,-0.0023190323
covered,0.003717346,0.007884443
donate,-0.003627772,-0.0068135373
tsunami,0.00036666213,-0.0053013857
victim,-0.0014457938,-0.005004703
apparently,0.005890223,-0.00079778326
preference,-0.0007682248,-0.000118728734
seenocreepy,-0.0027312534,0.0010951968
amen,0.0048917085,0.0010801387
wknd,-0.0021643208,-0.00012645805
brought,-0.00525997,-0.001318087
rerouted,-0.0033423202,-0.0022295478
image,0.0035247188,0.00089081883
jcpenney,0.00386321,0.0018289608
macys,0.0016315674,-0.004723778
trashy,0.0030764258,0.0029893122
restraunts,-0.0024499039,-0.0007056851
comment,-0.0026784798,0.006578779
uosxsw,0.0061584488,0.0031807553
deliciously,0.003700881,0.0013958617
ironic,-0.0019249277,0.00022047461
privacy,-0.0006004671,0.010029098
banking,0.006150044,-0.00047231704
cartel,-0.0036910677,0.006720861
military,0.00317211,-0.00026079643
scientific,-0.005150664,0.0029175596
dictatorship,0.0018044645,0.003506693
takeover,0.0010653356,-0.003955917
rant,-0.0044696364,-0.004201055
consumer,-0.00477922,-0.005184038
basically,0.0010069263,0.0017381783
report,-0.00026010172,-0.005614745
unveil,-0.0014029476,0.007378905
angrybirds,-0.0051687183,0.0060848743
julian,0.0038106719,0.0011920895
screamed,-0.00054287177,0.004261543
zone,-0.0045497715,0.004380564
pigfucker,0.0027873279,0.0023100742
threw,0.0006094059,-0.0028368721
fodder,0.00025892322,-0.007426287
snubor,0.0053035384,0.004776667
forget,0.008505559,0.0026724904
gain,-0.0030989398,0.0014602207
traction,0.0045284885,0.00013389006
struggle,-0.003643344,0.0005668741
toast,-0.002026319,-0.0050394856
start,0.0028997306,0.007525504
hotpot,0.0018982879,0.0014367206
restaurant,0.0030193357,-0.0031364618
recos,-0.0039417283,-0.003425408
yelp,-0.0025305597,-0.00047361726
latina,-0.0007732667,-0.00051975576
porn,0.0026483522,-0.004228228
latism,-0.0034875674,-0.001873164
sxswlatam,-0.006602609,0.008698089
latinasintech,0.0038078271,-0.0046740854
bcet,0.0042360607,0.0019990369
goody,-0.0029151076,0.003022023
incapable,-0.00025329212,-0.004944559
disruptive,-0.002501389,0.00011930485
acquired,0.0043045315,0.00023851993
leanstartup,-0.0017446564,-0.0019855557
hipster,0.0011235537,0.0017336435
oversized,-0.006320039,0.0023981226
earphone,-0.0002589251,-0.0030491902
pluged,0.0045406786,0.0003903415
happy,-0.0012587529,0.002731542
loose,0.0028799686,-0.0003451157
law,0.0012974101,0.0013588684
something,-0.0009619124,0.0036352188
effing,0.001032759,0.0052169217
hubby,0.008790987,0.0031358583
towards,0.0052564177,-0.0051923506
wife,-0.0015627937,0.00070969824
number,-0.0008420784,0.0015590434
newest,-0.00077652105,0.00033474926
unstable,0.00067261467,0.002546651
nten,0.0011634383,0.00040308668
raised,0.00038725877,-0.0037055505
googled,0.0042383075,-0.0033829238
direction,-0.0073180753,0.0028084833
ended,0.0032482315,0.0012031234
wrong,-0.0070712673,0.0011310431
picture,0.0006960275,-0.0011540299
sightings,-0.0016525781,-0.004627039
source,0.0022658415,-0.0030504924
code,0.002069812,-0.002939143
journalsim,0.0050600013,0.002598243
democracy,-0.0026364722,-0.0031477304
informed,-0.002722007,0.00089120585
populous,0.0062888726,0.004339558
focus,0.0012357448,0.0008655659
smm,0.0025736922,6.2891886e-05
sound,-0.0012097908,-0.0013445843
exploiting,0.0045171543,-0.007084006
return,0.004388603,-0.0008616453
policy,-0.0008127397,0.00093058863
imacs,0.0021402147,0.00417636
designer,0.0030501601,0.004330458
speaks,0.0011725791,-0.0042581726
truth,0.0016575387,0.00075483724
staff,0.0010370122,0.0005808311
high,-0.005919213,0.0055224933
facepalmed,0.0029260837,0.00012591675
longlinesbadux,0.004219574,0.00233735
closed,0.00301891,-0.0041919765
night,0.005692849,0.00035792965
cop,-0.00039099346,0.003073404
barring,-0.00045370247,-0.0027314643
sneaky,-0.003471736,-0.0037454718
usual,-0.0036616363,-0.010356942
cartoonishly,0.0012851583,0.0014805985
large,-0.0024838243,-0.002329732
cstejas,0.0049799727,0.009791409
table,0.0093473075,-0.0035043103
thier,0.00086841075,-0.0022311315
lobby,0.00027941837,0.00023324147
speller,-0.0062896856,8.714363e-05
funny,0.0037178402,-0.0036973804
autocorrected,0.0026992185,-0.0034979174
fanboys,0.004283954,0.0010189626
valid,0.0011923707,-0.0019868738
waited,-9.5816824e-05,-0.0063089086
enjoying,-0.0030350257,-0.001762
mania,-0.00015229611,0.005831811
crapped,0.0026077996,0.0013839969
glow,-0.00514627,-0.003274671
dark,0.0019848265,0.0014290054
leaked,0.0013497027,-0.0047816318
obviously,-0.0010400116,0.0010412389
shell,0.0009812771,-0.004170649
visiting,-0.0048724688,-0.0030679898
dropped,0.0032288413,-0.0002390085
estate,-0.00050375576,0.003641927
invest,0.00034193968,-0.00044159158
willing,-0.00033327265,0.0023681745
serve,-0.006885701,-0.0010841856
readership,-0.0033600603,0.0019683118
opportunity,0.0019929293,-0.0034741873
ignore,-0.0050842506,0.0012016508
looking,-0.0015055208,-0.00034413944
optimized,0.0037432709,-0.0005164741
client,-0.0036925296,-0.00057254644
ripping,-0.0033796895,-0.0021920889
joomla,-0.00016713947,0.0019646892
available,-0.00028896166,-0.00048772502
failed,0.0007169944,-0.0029416285
force,-0.0006077168,0.0017532972
choke,0.0027392448,0.0002796918
tougher,0.002215664,0.0030859308
crowd,0.00024550807,0.0007008438
colin,0.0024133206,-0.00047786164
quinn,0.0037140024,0.00490217
charged,-0.0014510626,0.006851093
crappy,0.0012351777,0.001276232
sleep,0.0007174704,0.004136461
crazyfest,-0.0059910915,-0.003343202
idiot,-0.0024839477,0.0032954365
smcomedyfyeah,0.00021803036,3.237186e-05
weight,0.0045361044,0.0060782316
clearly,-0.0045697303,0.0074678776
daylight,0.0022397097,0.0025800285
saving,-0.0016708239,-0.0065192655
whoop,0.005016877,-0.0023564794
ughhh,-0.0009263319,-0.0006758084
domain,0.0013173833,-0.0007797787
rain,0.0034894985,0.0016206541
orlando,-0.0031714765,0.0010043649
attended,-0.0021605396,-0.0039738514
preso,-0.0020085464,-0.0009987489
simply,0.0046161804,-0.0004672614
felt,0.002138187,-0.005126737
hash,-0.0029772664,8.508051e-05
